City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
348,Castrillon,ES,43.3979,-6.7922,45.77,92,98,2.26,overcast clouds
349,Kandalaksha,RU,67.162,32.4123,35.67,99,100,4.23,overcast clouds
350,Korem,ET,12.5058,39.5228,57.67,57,14,1.39,few clouds
351,Abidjan,CI,5.3094,-4.0197,75.16,100,20,6.91,thunderstorm with light rain
352,Pareora,NZ,-44.4871,171.2132,55.18,72,63,24.65,broken clouds
353,Sosua,DO,19.7667,-70.5167,80.58,94,100,0.0,overcast clouds
354,San Pedro,PH,14.35,121.0167,84.25,77,40,2.3,scattered clouds
355,Pombas,CV,17.1503,-25.0201,69.58,82,100,12.93,overcast clouds
356,Klaksvik,FO,62.2266,-6.589,41.92,92,36,14.72,scattered clouds
357,Anito,PH,12.4497,125.2886,80.83,86,30,10.38,scattered clouds
358,Warrensburg,US,38.7628,-93.7361,75.02,36,0,15.99,clear sky
359,Lubango,AO,-14.9172,13.4925,58.48,61,96,4.74,overcast clouds
360,Zyryanka,RU,65.75,150.85,20.25,88,100,5.66,overcast clouds
361,Guerrero Negro,MX,27.9769,-114.0611,66.16,59,41,20.74,scattered clouds
362,Corrales,US,35.2378,-106.6067,85.42,10,0,10.36,clear sky
363,Ibb,YE,13.9667,44.1833,65.98,50,3,1.88,clear sky
364,Bubaque,GW,11.2833,-15.8333,76.06,77,54,19.28,broken clouds
365,Port Macquarie,AU,-31.4333,152.9167,62.49,94,100,6.91,overcast clouds
366,Taoudenni,ML,22.6783,-3.9836,81.34,10,47,10.51,scattered clouds
367,Gisors,FR,49.2818,1.7801,55.15,81,26,8.88,scattered clouds
368,Eyl,SO,7.9803,49.8164,80.62,77,54,9.64,broken clouds
369,Agadez,NE,19.75,10.25,85.03,13,30,5.19,scattered clouds
370,Qurayyat,SA,31.3318,37.3428,59.18,25,0,9.22,clear sky
371,Sola,VU,-13.8833,167.55,82.76,72,49,8.52,light rain
372,Rosetta,EG,31.4044,30.4164,59.85,73,90,10.33,overcast clouds
373,New Amsterdam,GY,6.25,-57.5167,74.7,90,97,2.86,light rain
374,Gao,ML,16.6362,1.637,86.27,7,36,10.11,scattered clouds
375,Palmer,US,42.1584,-72.3287,55.24,46,100,19.57,overcast clouds
376,Sur,OM,22.5667,59.5289,84.33,44,0,11.56,clear sky
377,Przhevalskoye,RU,55.5093,31.8482,36.36,97,79,4.81,broken clouds
378,Keratea,GR,37.8073,23.9769,58.57,71,0,2.3,clear sky
379,Sekoma,BW,-24.4,23.8833,61.21,74,88,6.62,overcast clouds
380,Saskylakh,RU,71.9167,114.0833,4.26,97,100,4.81,overcast clouds
381,Adolfo Lopez Mateos,MX,28.4667,-107.3,83.93,9,0,21.21,clear sky
382,Laon,FR,49.5667,3.6667,46.38,85,16,6.17,few clouds
383,Coyula,MX,20.6333,-103.2,94.39,12,0,5.17,clear sky
384,Poya,NC,-21.35,165.15,78.4,51,30,3.51,scattered clouds
385,Saint-Joseph,RE,-21.3667,55.6167,75.58,86,71,10.76,light rain
386,Kapoeta,SS,4.7717,33.5903,72.34,84,100,3.94,light rain
387,Albury,AU,-36.0833,146.9167,55.45,91,100,8.05,overcast clouds
388,Hay River,CA,60.8156,-115.7999,37.38,44,40,10.36,scattered clouds
389,Muzhi,RU,65.3667,64.6667,4.62,84,28,9.8,scattered clouds
390,Youhao,CN,47.8667,128.8333,39.63,57,100,6.53,overcast clouds
391,Gemena,CD,3.25,19.7667,70.9,97,95,3.33,light rain
392,Lahad Datu,MY,5.0268,118.327,76.37,92,56,2.46,broken clouds
393,Korla,CN,41.7597,86.1469,61.65,35,43,5.59,scattered clouds
394,Groningen,NL,53.25,6.75,54.03,71,100,12.66,overcast clouds
395,Upata,VE,8.0086,-62.3989,75.47,78,99,4.45,overcast clouds
396,Cap Malheureux,MU,-19.9842,57.6142,77.47,79,100,5.99,overcast clouds
397,Lavrentiya,RU,65.5833,-171.0,29.7,80,9,4.16,clear sky
398,Airai,TL,-8.9266,125.4092,63.59,82,85,3.06,overcast clouds
399,Greeley,US,40.4233,-104.7091,83.28,20,0,11.01,haze
400,Marsh Harbour,BS,26.5412,-77.0636,73.45,71,67,21.92,broken clouds
401,Dicabisagan,PH,17.0818,122.4157,80.6,83,12,2.57,few clouds
402,Saint-Louis,SN,16.3333,-15.0,91.04,23,5,15.57,clear sky
403,Woodward,US,36.4337,-99.3904,94.23,38,0,26.46,clear sky
404,Sinjar,IQ,36.3209,41.8754,61.52,40,0,6.76,clear sky
405,Milkovo,RU,54.7167,158.6167,36.46,90,32,0.81,scattered clouds
406,Farafangana,MG,-22.8167,47.8333,74.08,91,71,5.84,moderate rain
407,Kasongo,CD,-4.45,26.6667,66.85,93,63,1.95,broken clouds
408,Bihariganj,IN,25.7333,86.9833,78.19,73,0,7.74,clear sky
409,Pandan,PH,14.0453,124.1694,81.37,83,21,11.32,few clouds
410,Srednekolymsk,RU,67.45,153.6833,21.88,91,99,6.38,overcast clouds
411,Dubbo,AU,-32.25,148.6167,64.53,72,32,10.36,scattered clouds
412,Bonavista,CA,48.6499,-53.1147,32.5,78,14,14.38,few clouds
413,Nizwa,OM,22.9333,57.5333,76.55,26,1,2.17,clear sky
414,Tiksi,RU,71.6872,128.8694,14.83,93,100,4.25,overcast clouds
415,Deming,US,32.2687,-107.7586,87.69,7,0,11.5,clear sky
416,Jalu,LY,29.0331,21.5482,70.72,21,78,13.51,broken clouds
417,Kilindoni,TZ,-7.9139,39.6668,80.62,76,100,10.54,overcast clouds
418,Doha,QA,25.2867,51.5333,79.11,69,0,2.3,clear sky
419,Champerico,GT,14.3,-91.9167,75.74,63,12,11.23,few clouds
420,Hambantota,LK,6.1241,81.1185,79.27,85,95,8.43,overcast clouds
421,Santona,ES,43.4439,-3.4576,54.07,85,77,9.73,broken clouds
422,Tolland,US,41.8501,-72.3495,53.02,58,40,14.97,scattered clouds
423,Oktyabrskiy,RU,54.4815,53.471,34.74,74,100,9.1,overcast clouds
424,Mnogovershinnyy,RU,53.9353,139.9242,26.56,89,100,3.76,overcast clouds
425,Kenmare,IE,51.8833,-9.5833,55.08,90,73,6.98,broken clouds
426,Ponnani,IN,10.767,75.9252,79.92,82,36,0.51,scattered clouds
427,Saint-Francois,FR,46.4154,3.9054,44.04,93,0,0.0,clear sky
428,Sungaipenuh,ID,-2.0833,101.3833,64.36,92,100,2.95,light rain
429,Wanaka,NZ,-44.7,169.15,51.12,66,96,1.01,overcast clouds
430,Warmbad,NA,-28.45,18.7333,72.27,35,0,11.61,clear sky
431,Lincoln,US,40.8,-96.667,71.91,37,0,14.97,clear sky
432,Itarema,BR,-2.9248,-39.9167,77.67,90,64,9.35,broken clouds
433,College,US,64.8569,-147.8028,46.98,38,0,4.61,clear sky
434,Letterkenny,IE,54.95,-7.7333,44.11,93,83,4.23,broken clouds
435,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,87,100,25.32,moderate rain
436,Pangnirtung,CA,66.1451,-65.7125,14.0,92,75,8.05,light shower snow
437,Japaratuba,BR,-10.5933,-36.9403,79.88,87,22,5.48,few clouds
438,Ambulu,ID,-8.345,113.6058,75.09,92,81,2.46,broken clouds
439,Bograd,RU,54.2344,90.8328,38.32,73,83,14.9,broken clouds
440,Tyukalinsk,RU,55.8732,72.1967,20.35,64,35,14.83,scattered clouds
441,Miles City,US,46.4083,-105.8406,56.37,35,0,18.41,clear sky
442,Botwood,CA,49.1499,-55.3482,34.25,70,10,3.11,clear sky
443,Clyde River,CA,70.4692,-68.5914,1.63,78,100,11.5,light snow
444,Narsingi,IN,18.0333,78.4333,81.81,45,97,7.83,overcast clouds
445,Nyurba,RU,63.2842,118.3319,22.37,92,98,2.95,overcast clouds
446,Tommot,RU,58.9564,126.2925,27.79,73,100,1.23,overcast clouds
447,Ust-Kuyga,RU,70.0167,135.6,15.64,90,97,2.89,overcast clouds
448,Basco,PH,20.4487,121.9702,82.06,80,37,14.56,scattered clouds
449,Gizo,SB,-8.103,156.8419,83.88,73,96,3.98,overcast clouds
450,Yar-Sale,RU,66.8333,70.8333,8.11,92,100,20.27,overcast clouds
451,Levelland,US,33.5873,-102.378,93.18,7,0,20.36,clear sky
452,Nantucket,US,41.2835,-70.0995,51.94,77,0,18.41,clear sky
453,Ambilobe,MG,-13.2,49.05,71.73,97,100,5.19,light rain
454,Katsuura,JP,35.1333,140.3,65.21,92,96,14.72,overcast clouds
455,Devils Lake,US,48.1128,-98.8651,37.38,65,40,10.36,scattered clouds
456,Punta Alta,AR,-38.8759,-62.0736,57.85,65,100,12.46,overcast clouds
457,Rauma,FI,61.1272,21.5113,39.24,88,9,5.53,clear sky
458,Itaituba,BR,-4.2761,-55.9836,74.5,98,89,2.04,heavy intensity rain
459,Shenjiamen,CN,29.9576,122.298,60.21,91,100,15.39,overcast clouds
460,Zaragoza,ES,41.6561,-0.8773,50.86,78,20,5.75,few clouds
461,San Patricio,US,28.017,-97.5169,85.17,65,17,19.51,few clouds
462,Maarianhamina,AX,60.0973,19.9348,35.46,93,0,4.61,clear sky
463,Saint Anthony,US,45.0205,-93.218,57.65,46,0,9.22,clear sky
464,Norman Wells,CA,65.282,-126.8329,30.24,51,40,11.5,scattered clouds
465,Biskamzha,RU,53.4497,89.5272,33.19,93,100,12.73,light snow
466,Bamenda,CM,5.9527,10.1582,65.79,91,99,2.48,overcast clouds
467,Kumluca,TR,36.3703,30.2869,62.37,64,95,3.51,overcast clouds
468,Puerto Escondido,MX,15.85,-97.0667,86.11,58,0,7.36,clear sky
469,Verkhnevilyuysk,RU,63.4453,120.3167,20.32,89,86,2.82,overcast clouds
470,Alofi,NU,-19.0595,-169.9187,80.49,83,100,3.44,overcast clouds
471,Zarand,IR,30.8127,56.564,66.04,17,47,4.52,scattered clouds
472,Pervomaysk,UA,48.0443,30.8507,43.99,92,100,12.17,light rain
473,Thessalon,CA,46.2501,-83.5666,41.29,84,79,18.14,broken clouds
474,Ekhabi,RU,53.5102,142.9671,29.44,96,100,7.16,snow
475,Bilibino,RU,68.0546,166.4372,19.33,87,92,2.24,overcast clouds
476,Pangai,TO,-19.8,-174.35,80.71,78,75,4.61,broken clouds
477,Port Hardy,CA,50.6996,-127.4199,53.78,58,75,6.91,broken clouds
478,Sandakan,MY,5.8402,118.1179,76.68,100,20,3.44,few clouds
479,Hermiston,US,45.8404,-119.2895,64.63,42,0,13.8,clear sky
480,Barcelos,PT,41.5388,-8.6151,51.91,94,98,5.84,light rain
481,Burla,IN,21.5,83.8667,77.09,62,22,3.18,few clouds
482,Topeka,US,39.0483,-95.678,73.18,47,100,19.57,light rain
483,Dolores,AR,-36.3132,-57.6792,56.05,48,51,7.0,broken clouds
484,The Valley,AI,18.217,-63.0578,80.46,69,40,14.97,scattered clouds
485,Olga,RU,43.7444,135.2892,49.46,73,100,9.71,overcast clouds
486,Morant Bay,JM,17.8815,-76.4093,82.02,82,43,9.01,scattered clouds
487,Karawang,ID,-6.3042,107.3079,80.01,89,99,3.98,overcast clouds
488,Maragogi,BR,-9.0122,-35.2225,77.13,86,70,4.23,broken clouds
489,Salgueiro,BR,-8.0742,-39.1192,78.28,62,28,18.3,scattered clouds
490,Mizdah,LY,31.4451,12.9801,65.79,24,0,12.17,clear sky
491,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.81,93,36,6.22,scattered clouds
492,Zhezkazgan,KZ,47.8043,67.7144,59.88,40,98,6.13,overcast clouds
493,Lakes Entrance,AU,-37.8811,147.981,58.15,68,7,3.74,clear sky
494,Mogadishu,SO,2.0371,45.3438,82.0,76,100,12.93,overcast clouds
495,Kupang,ID,-10.1667,123.5833,79.36,85,78,7.7,broken clouds
496,Alcantara,BR,-2.4089,-44.4147,82.6,92,96,6.87,light rain
497,Khovu-Aksy,RU,51.1333,93.6,36.32,69,99,3.8,overcast clouds
498,Bac Lieu,VN,9.285,105.7244,81.72,77,40,10.04,scattered clouds
499,Chemin Grenier,MU,-20.4872,57.4656,76.59,77,94,10.63,overcast clouds
500,Rawson,AR,-43.3002,-65.1023,54.97,76,100,14.14,moderate rain
501,Vallenar,CL,-28.5708,-70.7581,68.09,51,0,3.31,clear sky
502,Salalah,OM,17.0151,54.0924,77.97,78,11,4.81,few clouds
503,Shimanovsk,RU,52.0,127.7,37.27,44,13,6.42,few clouds
504,Onega,RU,63.9061,38.1404,30.61,94,32,4.27,scattered clouds
505,Potosi,BO,-19.5836,-65.7531,51.84,25,5,7.45,clear sky
506,Rostovka,RU,55.3842,71.8891,21.31,60,38,14.67,scattered clouds
507,Bathsheba,BB,13.2167,-59.5167,77.61,69,75,16.11,broken clouds
508,Macara,EC,-4.3833,-79.95,76.28,79,79,3.8,light rain
509,Martinsburg,US,39.4562,-77.9639,63.41,74,100,4.61,overcast clouds
510,Ancud,CL,-41.8697,-73.8203,50.23,84,92,7.4,overcast clouds
511,Roald,NO,62.5833,6.1333,46.54,76,1,18.41,clear sky
512,Lasem,ID,-6.6922,111.4527,76.35,89,100,4.09,overcast clouds
513,Arrecife,ES,28.963,-13.5477,62.58,67,20,6.91,few clouds
514,Aitape,PG,-3.1374,142.3475,83.01,74,70,2.3,broken clouds
515,Jiwani,PK,25.05,61.7417,78.8,82,0,6.55,clear sky
516,Molokovo,RU,58.1661,36.7628,39.31,82,43,4.07,scattered clouds
517,Lethem,GY,3.3803,-59.7968,77.0,80,100,2.71,light rain
518,Puerto Quijarro,BO,-17.7833,-57.7667,82.29,37,67,2.53,broken clouds
519,Gravdal,NO,68.1214,13.5031,41.67,81,85,6.58,overcast clouds
520,Belyy Yar,RU,53.6039,91.3903,40.89,81,40,11.18,scattered clouds
521,Biu,NG,10.6129,12.1946,83.37,32,13,2.01,few clouds
522,Beloha,MG,-25.1667,45.05,71.19,89,59,13.2,broken clouds
523,Sayyan,YE,15.1718,44.3244,58.95,24,9,1.41,clear sky
524,Aykhal,RU,66.0,111.5,10.4,96,93,5.14,overcast clouds
525,Hualmay,PE,-11.0964,-77.6139,68.7,81,71,12.37,broken clouds
526,Bangkalan,ID,-7.0455,112.7351,75.15,88,89,4.32,overcast clouds
527,Christiana,ZA,-27.914,25.1611,63.0,48,38,3.24,scattered clouds
528,Fairview,US,40.8126,-73.999,60.39,65,100,6.91,overcast clouds
529,Canon City,US,38.441,-105.2424,79.61,25,0,11.5,clear sky
530,Karratha,AU,-20.7377,116.8463,79.41,29,84,16.96,broken clouds
531,Talnakh,RU,69.4865,88.3972,5.59,83,99,2.33,overcast clouds
532,Kunda,IN,25.7167,81.5167,85.28,34,86,4.63,overcast clouds
533,Natitingou,BJ,10.3042,1.3796,73.81,74,48,3.44,scattered clouds
534,Hare Bay,CA,48.8499,-54.0148,38.8,67,12,6.89,few clouds
535,Vaitape,PF,-16.5167,-151.75,78.44,80,70,10.33,light rain
536,Channarayapatna,IN,12.9044,76.3917,74.48,73,2,4.05,clear sky
537,Aklavik,CA,68.2191,-135.0107,17.82,76,76,4.74,broken clouds
538,Honghu,CN,29.8206,113.4621,68.11,78,100,4.94,overcast clouds
539,Ereymentau,KZ,51.6199,73.1033,35.17,85,100,14.16,overcast clouds
540,Andenes,NO,69.3143,16.1194,40.98,87,75,10.36,light intensity drizzle
541,Ulaangom,MN,49.9811,92.0667,39.81,47,62,2.53,broken clouds
542,Wuxue,CN,29.8506,115.5525,67.28,84,100,3.36,overcast clouds
543,Okha,RU,53.5739,142.9478,29.55,95,100,7.52,light snow
544,Ambovombe,MG,-25.1667,46.0833,71.91,91,25,15.23,scattered clouds
545,Anloga,GH,5.7947,0.8973,80.65,74,96,4.45,overcast clouds
546,Loiza,PR,18.4313,-65.8802,79.05,77,40,9.22,scattered clouds
547,Cairns,AU,-16.9167,145.7667,80.06,97,75,6.91,light rain
548,Fethiye,TR,36.6217,29.1164,51.67,57,56,3.65,broken clouds
549,Cueramaro,MX,20.6167,-101.7167,90.27,9,17,2.48,few clouds
550,Douentza,ML,14.9951,-2.9517,85.57,11,39,1.86,scattered clouds
551,Dingle,PH,10.9995,122.6711,80.02,85,10,8.41,clear sky
552,Jumla,NP,29.2747,82.1838,49.53,90,100,5.17,overcast clouds
553,Yenagoa,NG,4.9247,6.2642,78.08,92,100,3.49,overcast clouds
554,Luang Prabang,LA,19.8856,102.1347,68.76,97,15,0.58,few clouds
555,Hammerfest,NO,70.6634,23.6821,39.65,93,75,11.5,broken clouds
556,San Antero,CO,9.3741,-75.7589,75.78,87,100,1.66,overcast clouds
557,Thanyaburi,TH,14.0211,100.7343,84.97,89,20,4.61,few clouds
558,Harper,LR,4.375,-7.7169,80.04,83,100,6.64,moderate rain
559,Loubomo,CG,-4.1997,12.6739,73.89,96,100,2.64,overcast clouds
560,Libreville,GA,0.3925,9.4537,79.5,87,100,4.74,moderate rain
561,Iwanai,JP,42.9744,140.5089,60.53,55,100,5.61,overcast clouds
562,Bereda,ES,43.2686,-7.5406,50.41,87,100,1.54,light rain
563,Waghai,IN,20.7667,73.4833,82.04,40,23,3.31,few clouds
564,Abrau-Dyurso,RU,44.69,37.59,44.06,82,99,6.64,overcast clouds
565,Araceli,PH,10.5529,119.9913,83.37,78,100,14.65,overcast clouds
566,Dong Xoai,VN,11.5333,106.9167,74.73,95,93,3.02,overcast clouds
567,Cayenne,GF,4.9333,-52.3333,73.44,1,100,4.61,light rain
568,Chernyshevskiy,RU,63.0128,112.4714,19.26,91,100,3.33,overcast clouds
569,Saint-Jovite,CA,46.1186,-74.5966,48.36,100,100,5.75,overcast clouds
570,Sokoni,TZ,-6.4333,39.55,80.29,80,98,12.97,light rain
571,Yumen,CN,40.2833,97.2,49.3,17,100,6.11,overcast clouds
572,Torata,PE,-17.0769,-70.8433,57.25,62,60,3.02,broken clouds
573,Kamaishi,JP,39.2667,141.8833,53.62,98,100,5.08,overcast clouds
574,Bamnet Narong,TH,15.4992,101.6897,79.03,72,66,5.91,broken clouds
575,Vao,NC,-22.6667,167.4833,74.61,62,85,3.53,overcast clouds
576,Benghazi,LY,32.1167,20.0667,72.88,30,66,24.32,broken clouds
577,Goundam,ML,16.4145,-3.6708,85.62,17,58,10.02,broken clouds
578,Fare,PF,-16.7,-151.0167,78.75,79,54,11.1,light rain
579,Marawi,PH,7.9986,124.2928,71.49,88,88,1.01,overcast clouds
580,Mizan Teferi,ET,6.9833,35.5833,61.56,99,100,1.7,overcast clouds
581,Sinnamary,GF,5.3833,-52.95,76.66,89,100,3.89,moderate rain
582,Port Hedland,AU,-20.3167,118.5667,73.45,28,86,5.75,overcast clouds
583,Kelvington,CA,52.1667,-103.5343,29.86,87,82,9.64,broken clouds
584,Santa Cruz De Tenerife,ES,28.4682,-16.2546,67.71,88,100,11.5,overcast clouds
585,Ler,SS,8.3018,30.1418,77.83,73,96,7.11,overcast clouds
586,Batticaloa,LK,7.7102,81.6924,79.12,84,84,5.26,broken clouds
587,Kamir,PK,30.4333,73.05,75.16,44,28,10.13,scattered clouds
588,Xiongyue,CN,40.1774,122.1228,47.8,63,21,13.73,few clouds
589,Corinth,GR,37.9407,22.9573,59.9,79,86,5.12,overcast clouds
590,Usinsk,RU,65.9939,57.5281,9.09,95,73,6.85,broken clouds
591,Sunndalsora,NO,62.6754,8.5515,41.65,94,27,6.02,scattered clouds
592,Mingshui,CN,36.7167,117.5,57.67,61,33,8.77,scattered clouds
593,Katherine,AU,-14.4667,132.2667,75.52,46,0,8.05,clear sky
594,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.56,77,15,5.75,few clouds
595,Jadu,LY,31.953,12.0261,60.49,25,0,8.28,clear sky
596,Mehran,IR,33.1222,46.1646,70.41,17,0,10.67,clear sky
597,Borogontsy,RU,62.6683,131.1683,26.8,75,73,1.45,broken clouds
598,Bayir,TR,37.2687,28.2167,46.92,59,37,2.86,scattered clouds
599,Traverse City,US,44.7631,-85.6206,57.27,44,40,14.97,scattered clouds
600,Oyama,JP,36.3,139.8,62.58,70,46,3.96,scattered clouds
601,Rajauri,IN,33.3833,74.3,61.41,55,61,7.47,broken clouds
602,Ketchikan,US,55.3422,-131.6461,53.58,43,68,4.23,broken clouds
603,Hovd,MN,48.0056,91.6419,43.63,44,100,12.75,overcast clouds
604,Budogoshch,RU,59.2816,32.4707,37.76,90,3,4.32,clear sky
605,Forestville,US,38.8451,-76.875,66.31,55,100,9.22,overcast clouds
606,Blairgowrie,GB,56.5916,-3.3405,45.61,81,9,6.11,clear sky
607,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,72,40,21.39,scattered clouds
608,Maceio,BR,-9.6658,-35.7353,76.44,94,75,5.75,broken clouds
609,Palu,ID,-0.8917,119.8707,76.96,93,99,3.09,overcast clouds
610,Naustdal,NO,61.509,5.7168,49.86,78,86,6.44,overcast clouds
611,Kasamwa,TZ,-2.85,32.4333,63.14,97,96,2.33,moderate rain
612,Oktyabrskoye,RU,43.0645,44.7417,48.34,93,100,8.95,light intensity drizzle
613,Mount Gambier,AU,-37.8333,140.7667,51.71,76,100,5.75,overcast clouds
614,Massena,US,44.9281,-74.8919,50.92,93,100,18.34,overcast clouds
615,Gladstone,AU,-23.85,151.25,73.33,73,100,10.36,overcast clouds
616,Grindavik,IS,63.8424,-22.4338,48.15,87,75,10.36,broken clouds
617,Ginir,ET,7.1333,40.7,59.14,88,97,2.95,light rain
618,Pierre,US,44.3683,-100.351,67.05,38,24,24.0,few clouds
619,Beyneu,KZ,45.3167,55.2,65.61,68,86,3.29,overcast clouds
620,Den Helder,NL,52.9599,4.7593,54.01,78,100,17.27,overcast clouds
621,Crato,BR,-7.2342,-39.4094,80.31,69,0,0.0,clear sky
622,Bela,IN,25.9333,81.9833,85.51,39,94,3.65,overcast clouds
623,Grand Island,US,40.925,-98.342,72.61,44,100,8.99,overcast clouds
624,Sumenep,ID,-7.0167,113.8667,79.59,84,98,3.53,overcast clouds
625,Ostrovnoy,RU,68.0531,39.5131,35.24,99,100,8.59,overcast clouds
626,Puerto Carreno,CO,6.189,-67.4859,82.38,78,75,4.61,moderate rain
627,Puerto Montt,CL,-41.4698,-72.9447,52.63,93,75,5.75,broken clouds
628,Mount Isa,AU,-20.7333,139.5,76.77,36,93,9.22,overcast clouds
629,Valparaiso,CL,-33.0393,-71.6273,64.04,57,0,13.8,clear sky
630,Kangaba,ML,11.9333,-8.4167,87.62,13,42,3.11,scattered clouds
631,Teluk Nibung,ID,3.001,99.8164,74.5,93,97,3.76,overcast clouds
632,Port Elgin,CA,46.0487,-64.0868,50.68,63,100,6.11,overcast clouds
633,Portland,US,45.5234,-122.6762,58.98,74,100,5.99,overcast clouds
634,Ha Tinh,VN,18.3333,105.9,71.11,96,21,2.35,few clouds
635,Tabriz,IR,38.08,46.2919,51.26,30,0,4.61,clear sky
636,Ucluelet,CA,48.9329,-125.5528,48.51,88,100,14.23,overcast clouds
637,Priiskovyy,RU,51.9333,116.6333,34.2,42,92,10.16,overcast clouds
638,Kaeo,NZ,-35.1,173.7833,71.33,90,30,10.2,scattered clouds
639,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.77,97,100,0.47,heavy intensity rain
640,Brandon,US,27.9378,-82.2859,82.27,49,40,10.36,scattered clouds
641,Tupik,RU,54.4253,119.9327,27.79,51,37,8.05,scattered clouds
642,Port Lincoln,AU,-34.7333,135.8667,62.02,66,93,14.2,overcast clouds
643,San Rafael,AR,-34.6177,-68.3301,61.05,39,96,5.57,overcast clouds
644,Sambava,MG,-14.2667,50.1667,74.14,89,100,5.55,overcast clouds
645,Tuy Hoa,VN,13.0833,109.3,74.86,92,65,2.35,broken clouds
646,Bowling Green,US,36.9903,-86.4436,72.34,60,100,3.44,overcast clouds
647,Awjilah,LY,29.1081,21.2869,70.9,20,55,13.76,broken clouds
648,Malangwa,NP,26.8568,85.5581,79.59,53,12,5.28,few clouds
649,Kurkino,RU,53.4257,38.6582,41.4,97,70,7.23,broken clouds
650,Arkadak,RU,51.9326,43.4978,46.08,96,40,5.93,scattered clouds
651,Jak,HU,47.1425,16.5815,49.82,81,84,3.29,broken clouds
652,Lahaina,US,20.8783,-156.6825,79.84,80,43,9.31,scattered clouds
653,Along,IN,28.1667,94.7667,66.58,94,92,1.5,overcast clouds
654,Sibolga,ID,1.7427,98.7792,76.44,81,99,3.31,overcast clouds
655,Independencia,BR,-5.3964,-40.3086,73.83,82,58,5.06,broken clouds
656,Ternate,ID,0.8,127.4,81.37,80,98,1.77,overcast clouds
657,Semey,KZ,50.4111,80.2275,46.72,68,94,11.21,overcast clouds
658,Humboldt,US,40.6665,-123.9178,49.12,60,100,8.39,overcast clouds
659,Talaya,RU,61.3833,152.75,15.46,85,100,1.5,overcast clouds
660,Salta,AR,-24.7859,-65.4117,72.19,76,20,5.75,few clouds
661,Ormara,PK,25.2088,64.6357,78.76,79,8,10.18,clear sky
662,Darhan,MN,49.4867,105.9228,35.53,51,39,4.29,scattered clouds
663,Quelimane,MZ,-17.8786,36.8883,78.75,89,75,0.0,broken clouds
664,Odweyne,SO,9.4092,45.064,79.3,37,74,8.63,broken clouds
665,Chicama,PE,-7.8447,-79.1469,63.14,72,49,9.28,scattered clouds
666,Salinas,US,36.6777,-121.6555,59.61,94,100,7.27,overcast clouds
667,Wawa,NG,9.9022,4.4192,80.55,67,82,4.23,broken clouds
668,Progreso,MX,21.2833,-89.6667,89.11,73,26,23.96,scattered clouds
669,Olafsvik,IS,64.8945,-23.7142,45.97,93,100,6.2,overcast clouds
670,Xinmin,CN,41.9908,122.8253,48.13,48,41,10.27,scattered clouds
671,Iberia,US,29.9502,-91.7507,83.05,61,75,14.97,broken clouds
672,Oxford,GB,51.7522,-1.256,50.16,69,6,1.01,clear sky
673,Lithakia,GR,37.7167,20.8333,54.77,72,84,19.17,broken clouds
674,Shelburne,CA,44.0787,-80.2041,54.9,61,20,19.33,few clouds
675,Mumbwa,ZM,-14.9783,27.0619,59.16,98,59,3.71,broken clouds
676,Kalmunai,LK,7.4167,81.8167,78.73,85,85,5.84,overcast clouds
677,Atasu,KZ,48.6814,71.6433,49.53,82,61,7.27,light rain
678,Guymon,US,36.6828,-101.4816,87.48,17,0,9.06,clear sky
679,Auki,SB,-8.7676,160.7034,85.84,65,99,2.8,overcast clouds
680,Linjiang,CN,41.8069,126.9078,51.15,93,100,4.72,light rain
681,Tautira,PF,-17.7333,-149.15,78.22,81,93,19.19,light rain
682,Port-Gentil,GA,-0.7193,8.7815,80.56,89,40,4.61,scattered clouds
683,Bull Savanna,JM,17.8868,-77.5902,77.61,76,25,0.98,scattered clouds
684,Humberto De Campos,BR,-2.5983,-43.4611,75.92,93,43,4.34,scattered clouds
685,Quatre Cocos,MU,-20.2078,57.7625,77.11,72,100,12.15,overcast clouds
686,Misawa,JP,40.6836,141.3597,57.6,83,100,4.07,overcast clouds
687,Panguna,PG,-6.3164,155.4848,80.1,65,59,2.68,broken clouds
